# random QPEC   s p a r s e   data from matlab

param n := 1000 ;
param m := 1000 ;
param p := 1500 ;

param:	 	A :=
	967    3      	    2.17351947267238
	969    3      	 -0.8614652887272953
	1115   3      	 -0.5617733730756553
	1119   3      	 -0.9014708161826577
	1265   3      	   3.141565423059075
	1356   3      	  -3.265671092674914
	1477   3      	   3.388274904055649
	10     4      	  -3.182526066518633
	18     4      	  0.3669928369889934
	165    4      	  -2.298016376000837
	200    4      	   1.971107090809898
	224    4      	   1.652083462873513
	233    4      	  -3.311063907719713
	242    4      	   2.646800033118017
	249    4      	  -2.019239611001331
	311    4      	 -0.4733066169886415
	324    4      	   2.556173834277398
	353    4      	   1.689381445613401
	476    4      	  -1.440704564303488
	502    4      	  0.5160620978642543
	510    4      	 -0.9448722400445826
	600    4      	     -2.567170537341
	611    4      	   3.270972892302542
	620    4      	  -2.078189226835123
	624    4      	   3.188189889857634
	672    4      	  -1.437553378491454
	725    4      	  0.8873477302898412
	798    4      	   2.816170960113486
	803    4      	   3.187692142644754
	837    4      	   1.391251782603214
	880    4      	   3.682573973984725
	883    4      	  -1.901333822822819
	890    4      	 -0.3057330382548891
	904    4      	   -2.65292937245822
	965    4      	   1.782452977161134
	1197   4      	   1.732232036875669
	1380   4      	   3.259687762362737
	1410   4      	   3.101094357250768
	1453   4      	  -3.324805877788368
	1487   4      	   1.625937639561453
	72     5      	  -2.082184827924792
	77     5      	   2.818282659546604
	119    5      	  -1.482246859689358
	134    5      	  -1.891576575996157
	153    5      	   2.422297842065943
	220    5      	  -2.413139092928329
	272    5      	  0.1829929930078764
	386    5      	   2.056773967136058
	418    5      	  0.2511944269068511
	465    5      	   2.303204427614437
	539    5      	   2.334750215678826
	688    5      	  -3.733494281644697
	698    5      	   -3.82545441753485
	705    5      	  -1.948339096246445
	753    5      	   1.119988231509918
	816    5      	   2.217550649408973
	828    5      	   2.095833181448203
	853    5      	  -1.367551142986655
	920    5      	   3.115805271601213
	962    5      	  0.1012690533424117
	963    5      	   3.034500769821229
	1002   5      	   -1.39967593057066
	1170   5      	   2.184203117240314
	1252   5      	 -0.1295997221626339
	1320   5      	 -0.5777829981305556
	1440   5      	  -2.817426300988266
	1449   5      	  -1.711862689681287
	1453   5      	-0.01238798909466166
	1454   5      	  -2.878567899986435
	48     6      	   1.040922133736742
	53     6      	  -2.845700237362506
	58     6      	 -0.4285813329874451
	147    6      	   3.832399096261896
	321    6      	   1.600405289605448
	350    6      	  -1.478912858981133
	373    6      	  -2.613709918509103
	432    6      	 0.05814376662398857
	441    6      	   2.979335382105473
	450    6      	  0.3281127160080306
	498    6      	  -2.201574905869353
	506    6      	 -0.5170235245102193
	615    6      	  0.8886251062567458
	812    6      	  -1.094635913658252
	854    6      	   -1.98058027680059
	862    6      	   3.596428602745956
	867    6      	 -0.4912573455326528
	877    6      	   2.977765984357226
	1017   6      	   2.120458423216109
	1030   6      	   2.056282273519916
	1034   6      	  0.4022972082729908
	1072   6      	 -0.1582948473087953
	1073   6      	  -3.950745806075048
	1177   6      	  -3.021041519484037
	1192   6      	 -0.3595416901444746
	1223   6      	  0.4332799783131476
	1231   6      	   1.439792892634772
	1235   6      	  -2.433074391648674
	1266   6      	   3.376412763901247
	1300   6      	  -2.391041360046268
	1324   6      	   1.906371305653067
	1352   6      	   2.941992889597078
	1362   6      	   1.620159952724427
	1363   6      	 -0.4361656775866476
	1380   6      	   1.572222030522405
	1389   6      	  0.5476854464726921
	1390   6      	-0.07171082313717836
	1408   6      	  -2.024099665705161
	1442   6      	   1.807445886455218
	1445   6      	  0.4299053346877475
	154    7      	  0.3183494900904362
	172    7      	   1.446804447773287
	206    7      	   -2.82975147237524
	218    7      	   1.310465848683597
	279    7      	  -2.449681434058436
	299    7      	  -2.062079510680437
	385    7      	   3.255455754350617
	394    7      	   3.970245067016336
	492    7      	   2.749075985862444
	561    7      	 -0.6576166286401528
	674    7      	   1.257790463630943
	693    7      	   3.108713630171825
	750    7      	   1.651685516187775
	830    7      	   1.785088195365429
	831    7      	   3.597680318913274
	887    7      	  -3.497263386611484
	923    7      	 -0.3866629434687376
	949    7      	   2.494764494940063
	961    7      	 -0.4796480706332473
	993    7      	    1.17842719199994
	1076   7      	  -2.208661216408322
	1081   7      	 -0.1970186998122458
	1130   7      	  -3.995516411958037
	1146   7      	  -1.402084438783156
	1200   7      	  -1.078421200196455
	1235   7      	   3.318699560742219
	1252   7      	  -2.182530387389721
	1267   7      	  0.4095939939886302
	1326   7      	 -0.8452521659644563
	1335   7      	 -0.0888515767123792
	1364   7      	  0.6559781379327072
	1390   7      	   2.756195533441471
	1419   7      	-0.09939453941741716
	55     8      	   1.583514249689651
	200    8      	  0.3968752419561499
	212    8      	   2.484928953687161
	316    8      	  -1.483743960728749
	342    8      	   3.481435354557557
	418    8      	   -2.17526697654988
	424    8      	   1.295458151630805
	436    8      	  -2.530972856344177
	544    8      	 -0.9206456266905394
	560    8      	 -0.4533134384329029
	585    8      	  0.8894387767135346
	669    8      	  -3.741783309607666
	761    8      	   1.268809913317119
	768    8      	   1.183474613904709
	782    8      	  0.5542190990197557
	792    8      	  -2.410654570167257
	802    8      	   2.104607905309931
	921    8      	   1.511435861471778
	1013   8      	   1.911749648820492
	1061   8      	  0.5420926644197168
	1066   8      	  0.9232294060863691
	1077   8      	  -1.539637203113938
	1108   8      	  -1.428845899844936
	1246   8      	  0.2712872569781206
	1357   8      	 -0.1082034539935197
	1369   8      	  0.3105755729184372
	1376   8      	  -1.556088174486574
	1394   8      	 -0.3677521107568182
	61     9      	   1.420752535304405
	122    9      	 -0.2942823340624021
	129    9      	  -3.434267565344585
	235    9      	  -3.815772965464635
	296    9      	  -3.640987109225703
	315    9      	 -0.2267123666716331
	339    9      	  -3.815770141694588
	353    9      	   1.433956424442099
	383    9      	   1.030764298993518
	443    9      	 -0.3548242060257234
	569    9      	  -1.967143389381069
	575    9      	   1.605179845171599
	587    9      	  -3.815687175754312
	658    9      	   2.718561518340633
	682    9      	  -1.141521258811244
	698    9      	   1.587604491779397
	703    9      	  0.9130344674517561
	724    9      	  0.2803765965068603
	772    9      	  -1.589362266282254
	902    9      	   1.065561084572953
	925    9      	   1.541600986170397
	986    9      	  -1.859851370500332
	992    9      	   -1.61481733136569
	1019   9      	   0.993665567130626
	1020   9      	  0.6924964136874756
	1033   9      	 -0.7021956838211958
	1046   9      	 -0.2995846179777684
	1057   9      	  -3.962179288250478
	1149   9      	 -0.1903854851566189
	1157   9      	 -0.4952328114282492
	1182   9      	  -1.968200582064782
	1184   9      	  0.9327966221295281
	1190   9      	  -1.082635077220683
	1203   9      	  0.5981653428627949
	1206   9      	   3.467955782761777
	1281   9      	   2.976685285091719
	1345   9      	 -0.3072183301240292
	1409   9      	   1.207296742688537
	1445   9      	   1.418960096975304
	1448   9      	  -3.987347908312151
	50     10     	   1.997302464208241
	93     10     	   1.870019241175624
	108    10     	   1.156052066551545
	167    10     	   1.762303120345949
	261    10     	   2.725336461665731
	281    10     	   3.894278362344148
	325    10     	  -3.916159626057446
	382    10     	   3.292484681723865
	397    10     	  -2.913420818240112
	399    10     	   2.588243070332447
	424    10     	  -3.234845541061296
	445    10     	   1.621423109258257
	472    10     	     2.9691859776942
	714    10     	   1.334670795749254
	788    10     	    2.42293106691117
	807    10     	  -1.181022292552992
	954    10     	   2.526786080806882
	1037   10     	 -0.5778547472217377
	1038   10     	   3.199317417665998
	1054   10     	 -0.1471211296259991
	1157   10     	  -3.377861674585315
	1190   10     	  -3.847742848027378
	1275   10     	   2.231756790649032
	1332   10     	   1.105308162563158
	1338   10     	  0.2753218022525878
	1342   10     	  -2.527519176959768
	1372   10     	 -0.5206246136318073
	1480   10     	   2.915394823493155
	1481   10     	   2.418604216733297
	5      11     	  0.2006931287239739
	13     11     	   1.978261149478267
	61     11     	  -1.412139138864418
	88     11     	  -2.780171378878956
	185    11     	   2.236725251300598
	233    11     	  -1.051097045210701
	283    11     	  -1.633221885949942
	327    11     	  -2.888909279782748
	337    11     	  -1.589219542960273
	339    11     	  -3.648771460935833
	341    11     	  -2.146958767504878
	405    11     	  -3.113841641281658
	476    11     	   2.078387751280511
	516    11     	  -1.419701087018336
	562    11     	   3.145560204584878
	570    11     	    3.45689945642692
	577    11     	   3.426194574416706
	622    11     	  -3.057538110323966
	634    11     	   2.102844151716141
	651    11     	 -0.7463439315307623
	695    11     	 -0.8905180454675659
	697    11     	   3.967035848632006
	769    11     	   1.315573355795617
	785    11     	   1.983475650652998
	920    11     	 -0.6608001984007656
	924    11     	   2.848206869721509
	926    11     	   1.729501745537623
	946    11     	   1.879612534250883
	952    11     	  -2.108118432624321
	971    11     	  0.7436886451876203
	1019   11     	  -3.462813235569193
	1028   11     	   2.976206883311368
	1037   11     	-0.004736555742443027
	1062   11     	   2.157784081137638
	1108   11     	   1.386961306159832
	1109   11     	    3.39076748461964
	1173   11     	  -1.134235786802245
	1182   11     	  0.4528172372154975
	1198   11     	   1.133525508052449
	1227   11     	   1.993960241784323
	1282   11     	   1.083889095617407
	1294   11     	   1.001819221769376
	1335   11     	    2.67155019504556
	1393   11     	   3.165683615564221
	1438   11     	   3.585293549851185
	1480   11     	 -0.9592015505578377
	1485   11     	   3.628595385527515
	21     12     	   1.969611748107528
	87     12     	  -3.544006783302876
	102    12     	 -0.2977195774660073
	109    12     	  -3.158785003777028
	111    12     	  0.6806121713857225
	129    12     	  0.2650292535615293
	142    12     	   1.523061158844764
	154    12     	  -1.500120050041061
	290    12     	   1.141649241159507
	369    12     	  -2.654530856131823
	375    12     	   2.839324913378491
	409    12     	   2.810417647850894
	419    12     	 0.01938605123170944
	467    12     	  -2.748015377087526
	470    12     	  -2.550428594718887
	484    12     	  -3.262669916852689
	586    12     	   2.412113043671527
	633    12     	  -3.899910487187985
	634    12     	  -1.498342106816518
	652    12     	 0.04214591348643726
	685    12     	   0.713786868710903
	694    12     	  -1.300193312252031
	880    12     	  -2.979219238729784
	958    12     	   1.294366377077236
	1112   12     	    3.98378660901626
	1118   12     	   -3.36055296629693
	1188   12     	   2.532390336753982
	1211   12     	  -1.617850973092882
	1297   12     	  -2.968999616321642
	1337   12     	  0.3388903757272708
	1457   12     	 -0.5204457326421728
	1498   12     	   2.343136436465725
	1500   12     	  -2.199613775219588
	9      13     	   2.980222362550079
	18     13     	  0.0486112740117175
	41     13     	  -3.903710577592119
	58     13     	  -3.166463519989729
	114    13     	  0.2345280927766709
	129    13     	  -1.653335391382377
	197    13     	  -3.536951180331852
	226    13     	  0.3935188559785106
	244    13     	  -1.020475132866053
	252    13     	   2.141304559140142
	262    13     	  -1.713663081505179
	294    13     	  -2.038422106783102
	435    13     	  -3.421640563486908
	446    13     	  -3.999568678438463
	471    13     	  -2.361743468028374
	501    13     	  -3.539039641404077
	512    13     	  -2.170615351838346
	561    13     	   3.437322444951778
	577    13     	 0.05221222157227423
	633    13     	  -1.795558168457615
	636    13     	  -2.462604887067622
	682    13     	   -1.54779684056891
	685    13     	  -3.384097575854556
	701    13     	   1.213703474595073
	884    13     	   3.438121173269172
	898    13     	 -0.4077226391098101
	981    13     	   2.774068243230725
	1159   13     	   2.745468917649923
	1273   13     	   3.361112281382602
	1289   13     	 -0.7758444048351816
	1401   13     	   3.860808819467579
	1462   13     	  0.5537735580251431
	96     14     	 0.08306240853064839
	181    14     	  -1.977989594441834
	258    14     	  -3.828281734058764
	278    14     	   3.901260297699487
	318    14     	   1.667241765962561
	321    14     	   2.011702398775006
	339    14     	   3.098056051460121
	341    14     	  -3.936005454480651
	431    14     	  -1.614506567648848
	489    14     	   1.859156145648638
	498    14     	  -1.869442946216763
	567    14     	 -0.5525869785587241
	578    14     	  -1.529155458104404
	654    14     	  -1.931282072296032
	665    14     	   1.877933262790522
	677    14     	  -1.117936024962895
	692    14     	 -0.2693037038060386
	716    14     	  -3.668269511157772
	747    14     	  -2.438747453707618
	1082   14     	  0.3950540369353508
	1127   14     	    3.23359421604946
	1167   14     	  -1.243875360695587
	1301   14     	  -2.522676809934283
	1310   14     	  -1.208214691471408
	1338   14     	   3.333530459242654
	1357   14     	  -2.575451269082469
	1437   14     	   2.162173888721584
	1466   14     	  -1.917536678685591
	1477   14     	   2.736312463291135
	1479   14     	  -1.686246185417402
	1483   14     	    2.68168639702801
	32     15     	   2.791462569866079
	239    15     	 -0.4450478611723745
	243    15     	  -3.026220183366081
	340    15     	 -0.6887538194138343
	362    15     	   2.354504670181547
	375    15     	  0.5338191522908486
	409    15     	   2.689407429978907
	416    15     	-0.08679587956834389
	508    15     	   3.124916795233691
	529    15     	  0.6494758635058417
	560    15     	  -2.838959741796814
	579    15     	   0.367747148670138
	739    15     	  -2.930724448957818
	744    15     	   2.900719351554624
	761    15     	  -3.111786879185488
	810    15     	  -1.832572302703081
	852    15     	   1.413200492697396
	868    15     	   1.693968932001837
	897    15     	   -2.06932024195293
	901    15     	   1.877928744013388
	902    15     	  -3.114851582383202
	911    15     	    1.61204094701076
	961    15     	   2.554876867008804
	1005   15     	  -1.049405059334545
	1056   15     	   2.977291721374398
	1081   15     	  0.7067122555834766
	1096   15     	  -2.297449666213919
	1132   15     	   0.926365888177588
	1292   15     	    1.53277613480239
	1359   15     	  -2.457697200802014
	1445   15     	  0.4623498639382184
	23     16     	  -1.372656679420106
	42     16     	  -3.073528863058206
	86     16     	  -3.764786679188156
	93     16     	  -2.586613561299915
	95     16     	 -0.2740931009287446
	106    16     	  -0.403045932018685
	230    16     	  -1.430100383902947
	342    16     	  0.4840040488559776
	344    16     	 -0.8297097742695874
	377    16     	  -3.251472357311972
	389    16     	 -0.1753912587535527
	519    16     	 -0.1092043389143442
	529    16     	   3.740837942688184
	555    16     	  -1.944891220864323
	635    16     	  -1.659179731113454
	641    16     	  -3.938437133998814
	690    16     	  -3.138580429897914
	732    16     	   2.260004817629235
	773    16     	  -1.701648722263821
	984    16     	   2.144180602461184
	1050   16     	  -2.141956455140354
	1058   16     	  0.6908896810798391
	1095   16     	   -1.32361822450702
	1236   16     	  -2.743821996610529
	1279   16     	  -3.583612896308122
	1400   16     	  -3.826101768680895
	1479   16     	   3.260361689729785
	1500   16     	 -0.9087201156228408
	3      17     	  0.2811430042056102
	105    17     	   3.815401151690353
	213    17     	  -3.755187570934737
	261    17     	  -3.270088784056757
	298    17     	   2.478390532768513
	391    17     	  -3.968324899658712
	409    17     	  0.8706756554873083
	414    17     	  0.1324332785478015
	434    17     	   1.912160261493251
	475    17     	    3.19288621060219
	534    17     	 0.09067843672385401
	630    17     	  -1.168506810985741
	771    17     	  -3.218356292330826
	779    17     	  -3.964128524048314
	805    17     	  0.8307492569232124
	884    17     	  0.5025591349706797
	970    17     	 -0.5122598728687779
	984    17     	  -2.756614434885147
	1364   17     	   1.024564235016967
	23     18     	   1.759188986271242
	87     18     	   3.877993028554131
	148    18     	 -0.5469578600241607
	205    18     	  -2.263696710701891
	210    18     	  -1.344187701746909
	234    18     	  -3.335026107418829
	302    18     	 -0.2898287457832267
	337    18     	   1.987141466693553
	381    18     	 -0.5321999697630293
	439    18     	  -2.474754034762622
	441    18     	   1.689767046687085
	669    18     	 -0.1520845760368204
	670    18     	   2.399105633794845
	718    18     	  -3.656123451728431
	735    18     	  0.2463430558547115
	792    18     	  -3.871360801100433
	826    18     	   2.239092900529082
	919    18     	  -3.558932386133323
	945    18     	   3.081373150963976
	1008   18     	   3.939980410011476
	1207   18     	  -3.487999964267015
	1245   18     	   1.464485446673113
	1297   18     	  -3.976551517833281
	1340   18     	   3.897750504267286
	1365   18     	   3.962014287692502
	1413   18     	  -3.607760526057221
	1424   18     	  -3.539633042895995
	1426   18     	 -0.9651168198162301
	1464   18     	  -1.393888047614083
	66     19     	   2.736909400083548
	125    19     	  -3.570846140184834
	144    19     	   2.025801389490161
	186    19     	  -1.185405007184206
	194    19     	  -2.413186195498885
	236    19     	   1.159264406729147
	242    19     	  -3.231843385487722
	273    19     	  -1.212913113279694
	382    19     	  0.7900457330001727
	500    19     	 -0.3678192591144791
	525    19     	   3.870051182745979
	537    19     	    3.83085664353839
	573    19     	  -1.636892135085954
	616    19     	  -3.425829484791415
	673    19     	  -2.838087994064245
	772    19     	 -0.4116094058433593
	1002   19     	   3.646634898915251
	1006   19     	  -2.409814666216175
	1032   19     	   1.632282468319071
	1066   19     	  -3.283371906393846
	1141   19     	   3.205521594363042
	1157   19     	  -3.721164755393362
	1237   19     	  -1.672204180467969
	1354   19     	   2.755842018293143
	1377   19     	   2.931885428229293
	1392   19     	  0.3616607582018059
	102    20     	  -3.772938471181755
	111    20     	 -0.9512355201650577
	129    20     	  -3.607922963615471
	306    20     	  0.1202473063581841
	317    20     	  0.3377698568337459
	389    20     	  -3.800885870960022
	391    20     	  0.3634114360266416
	425    20     	   1.619508332395697
	524    20     	   3.172747883560485
	576    20     	   3.217569503568844
	740    20     	   1.636155023070124
	804    20     	  0.5795186108814177
	900    20     	-0.01973935403848959
	967    20     	   2.341777204695054
	1005   20     	   2.649167764302887
	1006   20     	   2.244904904740353
	1017   20     	  -1.455281006849968
	1027   20     	  -1.159246238488353
	1080   20     	  -1.700974064739875
	1166   20     	  -2.087418726686117
	1171   20     	  -2.643354601526332
	1184   20     	  -2.487171869020523
	1270   20     	  0.8880883403532618
	1392   20     	   -1.56763690224273
	1441   20     	  -3.273392662067615
	295    21     	   1.054351961731143
	371    21     	   1.205096169004727
	445    21     	   3.258197303515951
	462    21     	   3.707518230987488
	471    21     	   2.177532847122071
	494    21     	  -3.307651057516994
	502    21     	   1.455678804524093
	539    21     	  0.1468749140141883
	542    21     	  -2.918292223903487
	587    21     	  -2.254362902722491
	710    21     	     2.5132629193893
	872    21     	   2.591044905870708
	1033   21     	  -1.802857982834269
	1126   21     	   3.856796994738652
	1306   21     	  0.4022323695953158
	1392   21     	  -3.273415993560765
	27     22     	     3.0400325651467
	195    22     	  -3.181325517213589
	256    22     	   2.300575866503909
	283    22     	  -1.560237160679063
	327    22     	  -1.898265308653128
	389    22     	   -1.48883322509417
	416    22     	  -2.778347905156365
	638    22     	  0.9505795114443538
	650    22     	  0.7390148661746716
	670    22     	   1.768387189958425
	743    22     	  -2.873387950879237
	760    22     	   1.555570664608651
	873    22     	  -3.920405480973611
	1033   22     	   3.365882504436133
	1049   22     	   3.303183242354161
	1061   22     	  -1.048589097824222
	1079   22     	   1.646608314312346
	1080   22     	   3.728893916927694
	1110   22     	   2.548530834982419
	1115   22     	  -1.725081282539797
	1223   22     	   2.136595509078631
	1266   22     	   3.369322888259461
	1372   22     	   1.862118690210449
	1395   22     	  0.9181878291620817
	1406   22     	  -2.945015359178658
	1451   22     	   2.469760413500369
	98     23     	   1.916362210137939
	208    23     	   0.173875989473367
	226    23     	  -2.128587569169974
	229    23     	 -0.7035855784563281
	248    23     	 -0.7958271637539505
	254    23     	  -2.787359486700669
	332    23     	   1.152187886253087
	364    23     	   1.356903656086374
	505    23     	   3.774050127609656
	528    23     	 -0.5793151392505109
	532    23     	  -3.119154646582508
	545    23     	   3.648402757778952
	724    23     	  0.2894574908024898
	736    23     	  -3.217430807285677
	761    23     	  -3.802078470495566
	857    23     	  -3.829888902525366
	860    23     	  -3.116183895206165
	874    23     	   2.505652881462897
	901    23     	   2.348400633013062
	918    23     	   3.602205339633955
	920    23     	  -2.068934521669957
	1024   23     	  -1.478591206240743
	1071   23     	   2.080086770504754
	1077   23     	   3.317527264038812
	1102   23     	   -2.11511303769197
	1164   23     	  0.2708670814851608
	1236   23     	  -3.416297033157338
	1243   23     	   -2.47100410911767
	1258   23     	   3.017139903743351
	1288   23     	  -1.102225794038841
	1407   23     	  -3.566162682867685
	1434   23     	  -2.421079958985131
	35     24     	   1.287224742252018
	109    24     	  -1.699558480502832
	177    24     	   1.875791205966748
	202    24     	   3.913206625689383
	255    24     	 -0.9129605614174907
	309    24     	   3.240604366753532
	354    24     	  -1.060355468215586
	355    24     	   1.816418464210079
	359    24     	   1.594674712789559
	394    24     	-0.09115865644587151
	438    24     	   3.832867585044758
	512    24     	  -1.532218347085741
	533    24     	  -3.299299481929885
	580    24     	   2.072246841188635
	604    24     	  -1.329318198063093
	764    24     	 -0.2158394028506425
	768    24     	   2.657835896433254
	843    24     	  -3.760081458725073
	966    24     	  -1.960796094481273
	1024   24     	  -2.682403288168089
	1123   24     	   2.321151021086216
	1146   24     	   3.166837371497805
	1165   24     	   2.775757990207411
	1209   24     	  -3.613371763198344
	1299   24     	   1.469240373684671
	15     25     	   3.064773570310685
	52     25     	  0.1540397238703628
	109    25     	   3.520618188903024
	260    25     	  -3.882252387647635
	325    25     	  -2.894835147492045
	418    25     	   0.287925126165117
	429    25     	  -1.760478603542074
	442    25     	   2.888961232681275
	476    25     	   3.462935771543037
	555    25     	  0.2132509333143249
	659    25     	   2.291035874882264
	701    25     	   -1.28570248060194
	712    25     	   2.731270100330594
	757    25     	  -3.315171781608449
	826    25     	  0.4343791922714466
	939    25     	   1.791428821995589
	956    25     	  -3.518743555768739
	998    25     	  -1.304433772947841
	1016   25     	   3.965264525248327
	1023   25     	  -1.003440315371118
	1081   25     	  -2.287120408512243
	1118   25     	 -0.8137045525078217
	1178   25     	  -3.041758451164588
	1194   25     	 -0.6409543699775608
	1247   25     	 -0.1275903042999982
	1318   25     	  -2.742346550683652
	1337   25     	 -0.2694551517579029
	1460   25     	  -1.077175284306135
	1482   25     	    1.52153188247305
	27     26     	  -2.172677579416278
	57     26     	   0.474538563040336
	61     26     	    2.17749310572515
	102    26     	  -3.776885151759202
	139    26     	    2.11398675204906
	150    26     	  -2.658284033955207
	173    26     	  0.7826025247492838
	190    26     	   2.836137577349384
	230    26     	  -3.697152256824613
	246    26     	  -1.725418052508225
	292    26     	    3.42325457531179
	338    26     	  -1.591284955661411
	466    26     	   1.420657395115429
	546    26     	   1.603255136685099
	557    26     	  -1.441277499050497
	653    26     	  0.2632724588100208
	915    26     	   3.716720852868967
	954    26     	   3.693660121268435
	1035   26     	  -3.575374364655174
	1073   26     	 -0.1847627033408559
	1237   26     	 -0.7356611251531455
	1281   26     	  -2.850413463474444
	1404   26     	  0.3746912239001556
	1415   26     	  -1.934109686843171
	20     27     	   2.587162177351845
	261    27     	 -0.3821936419150762
	293    27     	  -1.219913436667953
	362    27     	  -3.840008258745078
	371    27     	  -1.948687537549384
	623    27     	   3.817652258937085
	660    27     	   3.287638913508337
	712    27     	  0.4565762562940714
	814    27     	   -3.81622100240375
	816    27     	  -1.626235383388696
	909    27     	 -0.4552580995742503
	987    27     	  0.8511431314289304
	1039   27     	  0.4962714894191693
	1179   27     	   -2.49371473793579
	1187   27     	   2.089630826418116
	1265   27     	  0.2900653538713538
	1270   27     	   -1.89926368272829
	1313   27     	 -0.9859169968338297
	1315   27     	  -3.219402692848538
	1359   27     	  -2.516853879446561
	1366   27     	   2.498260467545251
	1404   27     	   1.435400089917425
	1430   27     	  -1.176102577325004
	1467   27     	   3.280409734361064
	1471   27     	  -1.538104044989731
	1485   27     	   1.802644560952971
	2      28     	   2.391466512527068
	151    28     	  -2.744390792560014
	181    28     	   3.928886216100718
	203    28     	 -0.4945881536670904
	228    28     	    1.68776918840025
	420    28     	  -2.479619766808869
	504    28     	 -0.6382142811260252
	531    28     	  -1.521530593522606
	582    28     	   1.926309305208879
	606    28     	  -2.744627508681559
	639    28     	   3.460819087671497
	713    28     	  0.2789555323677861
	720    28     	  -2.394071373340707
	760    28     	  0.4761600775998831
	817    28     	   3.976919591416102
	983    28     	  -3.792950205408479
	987    28     	    1.16260992603498
	1092   28     	  0.2368746792137975
	1113   28     	   1.218712801681232
	1187   28     	  0.4252996092780021
	1205   28     	   1.984534612849604
	1310   28     	  -2.464319559961706
	1341   28     	   -2.31636486124078
	1372   28     	  0.6288263670303049
	1377   28     	  -3.801607750263814
	1386   28     	  -1.942910778309643
	1404   28     	  -3.230688757836208
	1448   28     	  0.6437049976753562
	1481   28     	   1.481070636529974
	150    29     	   2.220241314834096
	205    29     	   2.049383233324337
	280    29     	  -3.205625503885385
	332    29     	  -3.178195744370202
	333    29     	 -0.4339484630310668
	379    29     	  -3.521820053235544
	452    29     	   2.557661506607039
	499    29     	  0.5150702579482784
	517    29     	   3.652658942925119
	557    29     	  0.4490734582995408
	559    29     	     2.6195056283006
	684    29     	  -1.175547337706921
	690    29     	   1.878714705760924
	904    29     	  -3.783962905306352
	955    29     	    1.64710784221399
	1015   29     	 -0.6508301629921562
	1024   29     	  -3.152064241074056
	1056   29     	 -0.6580388604933578
	1082   29     	  -0.326801227557846
	1134   29     	  -3.785889774461225
	1141   29     	   3.201436459646298
	1238   29     	   1.305377537992493
	1332   29     	  0.9142881990011258
	1347   29     	   2.008020556535581
	1426   29     	   3.281609348618243
	1464   29     	  -3.076416249888211
	64     30     	   2.459789081690735
	72     30     	  -3.280402931980976
	83     30     	  -2.575288254104223
	95     30     	   1.317252690585914
	99     30     	 -0.6704206078641213
	114    30     	  -2.286344702488903
	132    30     	  0.4235446026658378
	135    30     	  -2.745715844792182
	223    30     	   2.962397559994085
	229    30     	  -1.162817115505606
	279    30     	  -3.795862220132659
	281    30     	   3.136435918107832
	306    30     	  -3.003522037995757
	375    30     	   3.898492552292763
