# random QPEC   s p a r s e   data from matlab

param n := 500  ;
param m := 300  ;
param p := 300  ;

param:	 	A :=
	201    29     	    2.17424901862361
	267    29     	   1.317099011185159
	55     30     	 -0.8704234496086944
	81     30     	  -1.858136190966766
	90     30     	   1.663040458067805
	107    30     	   3.291105694738731
	156    30     	   1.936342797212462
	177    30     	   3.356554314194505
	268    30     	 -0.8578183003039186
	134    31     	   2.279183979276188
	154    31     	 -0.8797117531670779
	198    31     	     3.8343670479182
	226    31     	   3.062954067747553
	274    31     	   3.907004129098264
	287    31     	  -2.602937377338734
	25     32     	   2.224686700024031
	37     32     	  -1.217129862502743
	74     32     	  0.9247339428051999
	110    32     	  -1.005914373791737
	244    32     	   2.135947673644846
	249    32     	  -1.090436945245805
	252    32     	  -1.965141720122258
	22     33     	   3.572845186839274
	81     33     	   2.305038421556837
	156    33     	  0.1133927498540803
	174    33     	 0.05125950092974119
	177    33     	  -2.391641332950276
	72     34     	  -3.194327167791467
	76     34     	   2.973409916727529
	159    34     	   1.108259102845685
	176    34     	 -0.9230457380986987
	201    34     	  -1.396743992993954
	212    34     	  0.6442529245485797
	39     35     	  0.4875293394958273
	67     35     	   -2.61536048288241
	95     35     	  -3.971249073730432
	266    35     	  -1.113489216712066
	270    35     	   3.902167569800358
	18     36     	  0.9413796537282781
	91     36     	   3.943671394113299
	171    36     	  -3.710684891655429
	239    36     	   3.878310970905382
	247    36     	  0.4237449227011503
	260    36     	   1.481516576130649
	275    36     	   3.560656603221156
	289    36     	  0.6738653055736163
	38     37     	   3.234508279354548
	46     37     	   1.239285881276841
	174    37     	  -2.481567873843744
	181    37     	   3.921706762128373
	271    37     	   1.580620816713489
	283    37     	 0.05788152481330666
	24     38     	 -0.2350866628042825
	40     38     	 -0.2027943861683803
	46     38     	  -3.322193380129614
	65     38     	   2.979542169244747
	134    38     	   2.245139694886813
	172    38     	  0.7187983229378228
	80     39     	  -3.474282771104147
	94     39     	   1.751217945363009
	172    39     	    0.84341361599202
	218    39     	    3.71769764261213
	240    39     	  0.6860673598414602
	74     40     	  -1.996623273005999
	83     40     	  -3.954154830404629
	98     40     	   -3.53653072544212
	143    40     	   -0.45343439860895
	179    40     	  0.9782514483566631
	225    40     	  0.4791049344833498
	228    40     	   3.275261528452514
	60     41     	 -0.5793949535951928
	180    41     	   -1.75495546206597
	187    41     	  0.6193289107733078
	238    41     	  0.7653295084672651
	277    41     	   3.598575677535765
	19     42     	   3.448762427758781
	46     42     	   3.895860161583806
	50     42     	  0.9684595004508552
	106    42     	-0.06715620498506158
	140    42     	  -2.061274464270693
	146    42     	  -1.488223626040027
	25     43     	  -1.690632696119432
	30     43     	  -2.811512633604702
	35     43     	  -2.747466354978954
	51     43     	   3.684617556484704
	55     43     	   2.793082426671443
	60     43     	  -1.890985074402292
	93     43     	   3.241258460675021
	126    43     	   3.888648111321334
	176    43     	  -1.629720224826467
	292    43     	   -1.52641452361197
	1      44     	   3.568738568373369
	38     44     	   2.380651111891797
	104    44     	  -3.586833309189804
	125    44     	   1.085774736984528
	217    44     	    3.05126490399766
	222    44     	  0.1292858180260685
	231    44     	    2.44876602964884
	239    44     	  -1.227511993249651
	255    44     	   2.957317273578289
	280    44     	  -3.876091297658203
	281    44     	    2.99212754470861
	285    44     	  0.9830887862402431
	58     45     	-0.001129219309021323
	106    45     	 -0.6943371839329306
	116    45     	  -2.489008399885617
	150    45     	   1.510217348816906
	165    45     	  -1.707382908886011
	177    45     	   3.684117104711065
	99     46     	   1.122777892799479
	115    46     	-0.04673345202893664
	128    46     	   1.145907575798178
	229    46     	  -1.253136577668198
	289    46     	  -2.345809224222698
	30     47     	   2.907167005775109
	145    47     	  -1.946977871445463
	154    47     	  -1.315435479076316
	215    47     	  -2.686325970425422
	243    47     	   -2.18730617975225
	256    47     	   1.304786349323013
	298    47     	 0.06317475254795291
	33     48     	   1.111755880113577
	56     48     	  -3.353974166956718
	59     48     	   1.654984435837243
	124    48     	   1.312526932597406
	169    48     	   3.136821548983837
	218    48     	    3.34427938207252
	227    48     	  0.9394414932185047
	277    48     	   1.261412343597697
	296    48     	  -3.378753915139825
	27     49     	 -0.5978546685529196
	65     49     	  -2.834761503541265
	84     49     	 -0.1524260100687043
	109    49     	   3.817190263335216
	165    49     	  0.0154503528100669
	173    49     	   2.342842753204909
	180    49     	  0.4635490572375938
	199    49     	   2.573205589583705
	216    49     	  0.8245029509181636
	232    49     	  -1.659865288836819
	29     50     	  -3.002552493942227
	48     50     	   1.152620306775263
	59     50     	 -0.6765868834576509
	239    50     	   1.205929453114946
	9      51     	  -1.620972557748189
	56     51     	  -2.243824041562073
	123    51     	-0.06370849351571328
	137    51     	    3.60082012768873
	33     52     	  -2.718922931104397
	73     52     	   2.881034630761032
	85     52     	  0.8549611814576021
	146    52     	   3.425517145276777
	161    52     	  0.9041900992878666
	203    52     	  -1.421747742882812
	208    52     	  -3.277550387791149
	67     53     	   3.636364195326513
	139    53     	-0.08184540089305736
	245    53     	   1.626426054922131
	269    53     	   1.869216519347027
	291    53     	  -1.901784888422948
	33     54     	 -0.9377030715987567
	107    54     	   1.613411473861621
	262    54     	  0.1169933435120587
	1      55     	   3.789118651202469
	2      55     	   3.164208288846634
	21     55     	   3.203608493881117
	117    55     	   2.992905456103806
	165    55     	   3.674079678800926
	24     56     	  0.8984582484226946
	48     56     	  -3.910504028159429
	49     56     	-0.06886388178396219
	70     56     	  0.4984978532877271
	126    56     	  -3.491193022342023
	154    56     	   3.475903164351314
	171    56     	   2.519025947208994
	196    56     	   3.798392057324942
	218    56     	  -0.696425507169415
	252    56     	   3.863109905208978
	262    56     	  -1.692875592826342
	265    56     	   2.818996413992251
	65     57     	  -3.836590018047294
	100    57     	  0.4468174634719349
	159    57     	   2.510741527430127
	228    57     	 -0.6794912985896184
	266    57     	  -2.413265279686668
	295    58     	    1.36247211571898
	99     59     	  -1.471955719158033
	138    60     	   2.966360624398273
	139    60     	  0.4243471903839833
	171    60     	   1.269094741562891
	232    60     	   -1.35590948041338
	242    60     	  0.8395870834773342
	60     61     	   2.213854520681246
	79     61     	   1.605627561735747
	150    61     	   -1.77701843426424
	296    61     	  -2.717051755039511
	31     62     	  0.3086631727910891
	74     62     	   2.752650588169997
	244    62     	   2.872550948929298
	4      63     	   -1.30690362179042
	19     63     	   3.350123341823985
	27     63     	 -0.1434143689197556
	37     63     	 -0.3015990836087612
	104    63     	  -3.907427553044366
	187    63     	   1.061003366979306
	189    63     	  0.7222189776237213
	224    63     	  -1.892849720033281
	245    63     	 -0.6572949237456989
	251    63     	  -3.341883789441494
	260    63     	   3.849095027823511
	283    63     	  -3.185212462761073
	289    63     	  -2.015631510883398
	20     64     	   2.379812590023415
	37     64     	   3.024201787553822
	59     64     	    -3.3957502727377
	74     64     	 -0.2015646268620923
	135    64     	  -2.566793649721329
	191    64     	   1.033042183626929
	215    64     	   2.919415059927578
	273    64     	  0.8174566350958576
	76     65     	  -1.899529560422306
	91     65     	    1.28512086220324
	111    65     	   2.974896426766596
	175    65     	   1.280425796881516
	206    65     	  -2.723397895099315
	173    66     	  0.1581531149140343
	184    66     	    2.15611155245272
	18     67     	  -2.232159788828417
	116    67     	 -0.7641768775713524
	134    67     	  -1.937148037337301
	181    67     	  0.1255510915655416
	188    67     	   2.783622398406091
	271    67     	   -2.50593349640534
	45     68     	  0.0672623422310048
	121    68     	  -2.971190656987573
	136    68     	   1.613857853046552
	154    68     	   3.504483252533006
	210    68     	 -0.9831985519189379
	245    68     	  0.8442166060415177
	55     69     	 -0.6636549330612902
	209    69     	  -3.097894530323285
	212    69     	   3.958902887980874
	232    69     	   3.229362692325079
	130    70     	  -1.934561277709232
	141    70     	  0.4639899006411383
	153    70     	 -0.8768632099390326
	172    70     	 -0.7473560221248103
	241    70     	  0.3833469396379527
	1      71     	   3.717170759903812
	10     71     	  0.6700030214479211
	44     71     	  -1.495565495218879
	92     71     	  0.4515558464692697
	94     71     	  0.7200077160820397
	127    71     	   3.322848289889678
	165    71     	  -1.742838392845746
	182    71     	   2.964246343338977
	42     72     	  0.4003565108405223
	95     72     	 -0.7831821873705751
	191    72     	   2.339980217786497
	195    72     	 -0.8789882272849736
	282    72     	   1.915726694239177
	292    72     	   1.551101653627633
	109    73     	   3.516755874975005
	164    73     	  0.7934784799783854
	191    73     	 0.04752033764846608
	293    73     	   1.653641513387505
	163    74     	 -0.9088715225965118
	220    74     	  0.4447103461458859
	222    74     	  -3.093256435866121
	273    74     	   2.993666056074978
	281    74     	  0.6876439175976641
	18     75     	  -3.909570839213939
	144    75     	   -2.56711681120429
	274    75     	   1.018397754532471
	293    75     	  0.7529155038077926
	37     76     	   3.759443417079487
	49     76     	   2.604738856947393
	203    76     	  0.6856853685740782
	31     77     	   3.701945099840846
	156    77     	   1.791946797534798
	184    77     	  -2.233137927126669
	187    77     	  0.2835888212004622
	207    77     	   3.084449659606651
	251    77     	  0.9591508568074323
	261    77     	    3.09625430363056
	10     78     	  -3.259218524796524
	188    78     	  0.3416500111770118
	229    78     	   2.533539130600886
	254    78     	 -0.2231964414115977
	262    78     	    3.83991136766966
	277    78     	  0.5572588464977493
	90     79     	  -1.279021254404924
	114    79     	   2.926172501838846
	282    79     	  -2.381449922165577
	22     80     	  0.8090552076739517
	43     80     	  -3.133857957615451
	92     80     	  -2.700888390979212
	142    80     	   2.138732723025015
	252    80     	 -0.7118231527096701
	4      81     	   2.870828568409583
	10     81     	  -1.685746255184406
	155    81     	  0.3183818181596614
	181    81     	  -1.862804057944009
	228    81     	   3.789744604281031
	232    81     	   3.898769907606193
	264    81     	   0.946176032045007
	271    81     	   2.775725915457926
	43     82     	   1.249306357116115
	179    82     	   1.472092530444307
	207    82     	  0.3454290089874661
	22     83     	  -2.209124623895215
	44     83     	  0.0307218562954672
	139    83     	  -3.996771216391013
	210    83     	   3.381937898407661
	44     84     	    -3.6577612420813
	126    84     	     3.5188734976197
	159    84     	   -1.96714848185291
	201    84     	  -3.076290249394388
	224    84     	   2.874755400640311
	247    84     	   1.880915838238279
	35     85     	  -0.667028131274054
	48     85     	  -3.841201275513136
	62     85     	   1.493545814181466
	68     85     	  0.1299766060570144
	97     85     	  -2.386272552603051
	105    85     	  -3.713359325990714
	141    85     	  -1.721739924383229
	179    85     	  -2.540840822523851
	181    85     	    3.85219813503893
	291    85     	  -3.298619724483518
	292    85     	  -2.634507480372911
	58     86     	  -2.978788926721918
	189    86     	   2.334356921880672
	201    86     	  0.7897784285199725
	18     87     	   3.842905331329864
	80     87     	 -0.2705339474000659
	123    87     	   1.251349481405388
	152    87     	  -1.942657812471808
	162    87     	  0.7735563054557684
	165    87     	  -3.884868558442625
	198    87     	  -3.793025638811768
	271    87     	   3.625461101357574
	277    87     	  -2.150566912326294
	6      88     	  -1.721760197413042
	43     88     	  -2.908055949447703
	213    88     	  -1.318039673062991
	258    88     	   2.753417252913778
	295    88     	   3.068848888887488
	99     89     	  -3.159771889056904
	121    89     	 -0.8013719901448915
	133    89     	  -3.231029267996098
	135    89     	   3.899129133624551
	146    89     	  -3.333339333223803
	152    89     	  -2.249854213674485
	153    89     	  -1.439969445317969
	189    89     	   1.536786048457392
	251    89     	  0.4484503625186393
	7      90     	  -2.102742712061267
	38     90     	   3.603237565422075
	79     90     	    1.78243009270282
	156    90     	  -2.750173832639201
	265    90     	   2.872729967754674
	67     91     	  -3.626969147299868
	78     91     	   1.325770410395121
	105    91     	  -2.430191925927155
	250    91     	   -1.25318587443474
	287    91     	  -3.568500932105119
	292    91     	   1.832777372483526
	15     92     	   -3.22692162880065
	125    92     	  0.6160044989623152
	200    92     	   1.339838287485688
	261    92     	  -1.253918881180658
	274    92     	  -3.788939572772449
	42     93     	   0.791877696659359
	68     93     	  0.5168180002443572
	73     93     	  -2.450960799330361
	106    93     	    2.27494963923234
	110    93     	  -2.402880317719132
	117    93     	  -2.237999263330362
	173    93     	   2.079402360170802
	276    93     	  -3.836806964053217
	297    93     	  -3.090132165276507
	43     94     	  -3.696342367537479
	70     94     	   2.253420206836155
	104    94     	 -0.1348840166511405
	154    94     	   3.850025322218437
	179    94     	  0.0882958416306856
	202    94     	   1.064902125422331
	216    94     	    1.42109608157589
	291    94     	 0.09829060551630864
	8      95     	 -0.1228183936899612
	142    95     	   1.680875881426444
	145    95     	   -2.85708538389629
	178    95     	  -1.703955585930476
	190    95     	   1.888914986461827
	44     96     	  -3.993195660409143
	218    96     	 -0.8234989963581314
	66     97     	  -1.367397314574289
	140    97     	  -3.839920997545086
	158    97     	  -2.427185799194121
	159    97     	   2.135465498145421
	239    97     	  -3.943681497100592
	253    97     	  -2.074664163437981
	9      98     	  -3.685778073820182
	10     98     	   3.662689115695045
	22     98     	 -0.7575538068812127
	112    98     	   3.337589766521747
	206    98     	   3.851577065815952
	291    98     	   3.970206912593081
	3      99     	 -0.6111200883105026
	41     99     	  -1.079905989151404
	71     99     	  -3.512759055715408
	123    99     	 -0.5692660196541186
	189    99     	  -3.236883576604018
	207    99     	   -2.37464594765317
	293    99     	  -1.749127502436343
	225    100    	   -3.68336613834061
	2      101    	  -3.151289354614582
	38     101    	 -0.3862379511754206
	51     101    	 -0.6327281615849252
	287    101    	  0.2048341092676083
	165    102    	   3.014138254809258
	273    102    	   2.545404452153204
	168    103    	  -3.259285684330056
	189    103    	  -2.302271983727008
	197    103    	  0.4235877676045465
	246    103    	  -2.094521927691308
	28     104    	 -0.8328355014477089
	81     104    	  -3.219248894238495
	144    104    	  -1.532245910508673
	220    104    	   2.246787673908653
	225    104    	  -2.334687090634688
	288    104    	   -3.78863022094063
	3      105    	  0.9046757653843036
	17     105    	   0.507210249317442
	19     105    	   1.523006035724192
	65     105    	  -1.568433320880138
	109    105    	   2.115990704910826
	130    105    	  -2.171394459051729
	153    105    	  -1.566467459111692
	164    105    	-0.007187003273138259
	191    105    	  -1.325685142225439
	231    105    	  -3.589339691954358
	300    105    	  -1.830746429893536
	61     106    	    2.16082764703819
	165    106    	   2.621648579194047
	167    106    	   1.574343944701527
	218    106    	 -0.5476317911164985
	114    107    	  -3.818761594509129
	160    107    	  -3.358441818206777
	257    107    	  -3.683169931025789
	34     108    	   3.471764504663536
	57     108    	   2.931223455318819
	124    108    	   3.640156164597792
	159    108    	   2.768627330087417
	246    108    	  -2.630038707810472
	252    108    	  -3.611727591423191
	9      109    	  -2.872086695801507
	59     109    	 -0.3748339025186533
	80     109    	  -2.864053952910031
	125    109    	   1.187614059628739
	133    109    	 0.09109278958807376
	213    109    	 -0.2927851696930759
	280    109    	  -1.466439741415177
	7      110    	   3.203238386289793
	32     110    	   1.048316842433213
	57     110    	   1.072613543398964
	99     110    	  -2.286139379388718
	189    110    	   1.714769500174918
	223    110    	   1.180836709766107
	232    110    	   -1.37416286271725
	24     111    	  -3.612218759773401
	42     111    	  -2.911552246153146
	79     111    	  -2.697431943704109
	111    111    	 -0.9157553338053428
	122    111    	0.005269391464660877
	147    111    	   1.288503790874269
	169    111    	  0.5597737713529609
	201    111    	   1.806048135182842
	214    111    	   -1.24390543123889
	254    111    	   0.737409195274771
	259    111    	   -2.64207415219493
	272    111    	 -0.6443054921200058
	48     112    	  0.9301624507318076
	120    112    	   3.344174448095344
	148    112    	 0.08833809387327118
	231    112    	   1.967797323115076
	256    112    	   1.544173071879974
	40     113    	 -0.3652483319701854
	110    113    	  -1.209499905449106
	111    113    	  0.9001047336031238
	121    113    	   3.340961634805874
	126    113    	  -2.293125505695643
	141    113    	   -1.28290910892324
	143    113    	    3.12806257937479
	146    113    	  0.5658265075487208
	214    113    	  -2.318582832030292
	241    113    	   2.912014495074756
	266    113    	  0.2504443061772941
	272    113    	   3.157593939061088
	28     114    	   2.533727168354079
	50     114    	  -3.101175922481891
	60     114    	  0.2529290897086867
	126    114    	   3.439625773317938
	202    114    	   1.810021973126578
	49     115    	   1.845968714843489
	52     115    	 -0.1845601183290406
	101    115    	  -1.679555727951022
	210    115    	  0.2302585375636159
	241    115    	  -1.772381278580232
	254    115    	   1.636344983073112
	289    115    	   3.281196582727691
	2      116    	   -3.72018300728881
	78     116    	   2.223287510789599
	88     116    	  -3.263990897342558
	148    116    	  -3.301656271937143
	158    116    	  -1.711727055586747
	172    116    	 -0.8126638516842686
	263    116    	  0.4043056165819552
	266    116    	   1.217453921780667
	31     117    	   2.591293025105863
	86     117    	   2.903326369311347
	91     117    	 -0.9736689501319402
	114    117    	   2.073881085065138
	146    117    	  -2.153887628649309
	149    117    	   -3.18859227708941
	232    117    	  0.4447663111820663
	236    117    	   2.061793572298155
	12     118    	  -3.663499593578046
	72     118    	  0.9432909288179552
	90     118    	 -0.5102227835497923
	296    118    	  -1.488846949063636
	2      119    	   2.884196496980357
	39     119    	    1.90560890636668
	104    119    	   -2.99566785571895
	117    119    	   1.946381206599241
	131    119    	   -1.68804044913875
	160    119    	   2.668361398702656
	2      120    	   2.690524748848064
	17     120    	  -3.317339721749229
	34     120    	  -2.053970119941035
	60     120    	   2.979210733892028
	212    120    	   1.280838294551167
	217    120    	   2.609241488673371
	74     121    	  -3.696683671184203
	204    121    	   1.349005995946474
	205    121    	  -1.388253832882389
	210    121    	  -2.044759168310445
	242    121    	  -1.059887996436976
	278    121    	   2.599574282113265
	296    121    	  0.9493270874718798
	40     122    	   -2.72871542290259
	48     122    	   1.240309449490304
	184    122    	   3.650858782069226
	195    122    	   2.844864021448821
	280    122    	   1.547266035129906
	66     123    	   2.153333949927862
	95     123    	  -2.943023137256048
	99     123    	  0.8554506138225317
	133    123    	   2.996514606753604
	189    123    	  -3.869010560153523
	3      124    	  -3.114411186014494
	9      124    	  0.8389036640706022
	23     124    	 -0.9629183360202789
	57     124    	   3.415823906388051
	136    124    	  -3.891063846597012
	139    124    	   2.266166116234924
	169    124    	  0.1177751292091678
	244    124    	  -1.036201345285495
	81     125    	  -1.916165466381314
	101    125    	   3.706880327177644
	128    125    	   3.268626439975867
	135    125    	  -3.336651172180032
	147    125    	 -0.1167867761649131
	159    125    	  -3.680463220775343
	196    125    	 -0.4246925396959726
	207    125    	   1.325557793176527
	300    125    	  -1.355247220655553
	71     126    	   1.058550591142173
	149    126    	   1.329598958291858
	196    126    	  -1.807514670215321
	273    126    	  -3.387372661096683
	16     128    	    2.21578237703805
	28     128    	  0.3525185270013838
	100    128    	  -2.338891427190458
	181    128    	 -0.1059444007025774
	201    128    	   2.251008018036842
	253    128    	    3.11940509784939
	10     129    	  -1.184032513380066
	44     129    	  -1.639464496467013
	196    129    	  -2.899062308901484
	233    129    	   3.646545931532302
	275    129    	   3.955530337968622
	285    129    	   2.773230339760533
	42     130    	   1.541398904072772
	46     130    	  -2.278264260980424
	74     130    	  -2.162461592891469
	104    130    	   3.810348931611678
	130    130    	   1.373326717584081
	134    130    	   2.352936471976776
	28     131    	  -3.221116687739788
	70     131    	     1.2334162952534
	154    131    	   3.375590525276769
	195    131    	  -2.370391509668153
	37     132    	  0.9655108549471532
	46     132    	  -2.787434297980477
	77     132    	   1.330818428346337
	131    132    	  -2.895828674964527
	198    132    	   2.618088490617502
	213    132    	  -0.840347031522704
	162    133    	   1.160825795103249
	174    133    	  -3.711255691811096
	248    133    	   3.843039639221058
	29     134    	  0.1002343129833392
	32     134    	   3.061170775006139
	80     134    	 -0.1547865588938753
	92     134    	  -1.831187187615404
	104    134    	  0.5344935974732481
	196    134    	   3.459774292753904
	199    134    	 -0.1336558666702619
	241    134    	   3.587850902037625
	248    134    	  -2.032783611692853
	257    134    	  0.9629692495628115
	79     135    	   0.261322165029739
	115    135    	  -1.449128250334937
	117    135    	  0.8289393134549909
	179    135    	   3.988210286939615
	241    135    	  -2.989889453626186
	10     136    	   3.965547621234109
	114    136    	 -0.2806033102239498
	208    136    	   2.210632394166026
	251    136    	   1.105242850773616
	252    136    	   1.694370950429873
	34     137    	  -1.075805848965331
	50     137    	  -1.463729153137528
	80     137    	  -1.497695329365178
	209    137    	  -2.313371143449737
	253    137    	   3.841479554698561
	257    137    	  0.6241774021760458
	279    137    	  -2.149035076680144
	172    138    	  -2.441355257500594
	195    138    	  0.8298970073600751
	276    138    	   2.785355157584583
	300    138    	  -1.640037557873892
	10     139    	  0.9588700816775066
	138    139    	 -0.3769857382294655
	223    139    	  -1.677418961039474
	233    139    	 -0.5025287366018301
	257    139    	   2.549598372797295
	1      140    	   2.488961703371705
	8      140    	 -0.2087427471805099
	35     140    	  -2.741802323023697
	52     140    	   2.098091243811925
	205    140    	   3.617830745697874
	279    140    	   1.167466236822059
	298    140    	  -2.221933926559022
	135    141    	  0.9037491702026452
	167    141    	   3.998678598552327
	239    141    	  -1.454921769655739
	295    141    	    2.14327553200688
	17     142    	   -2.52870343929562
	137    142    	  -1.016113935511612
	225    142    	   0.914067702793548
	275    142    	  0.5983902386382178
	85     143    	   1.332576757917449
	131    143    	   1.807459871195006
	137    143    	   2.173085856332018
	184    143    	-0.01644976251593322
	236    143    	  -3.435430384909469
	259    143    	   2.659724059821909
	71     144    	 -0.9402146734950203
	245    144    	  -3.251502260217211
	262    144    	   1.390356423980722
	271    144    	  -2.875269483251157
	285    144    	   1.682320355289765
	82     145    	    -1.4444760891816
	101    145    	  -2.462341125338497
	123    145    	  0.3460076732309574
	184    145    	   3.528841394711677
	187    145    	  -1.722682083827761
	204    145    	  0.7437738723791085
	41     146    	   2.020040332349036
	83     146    	  -1.480234610606094
	92     146    	  -0.763062252087082
	106    146    	   3.078586577940074
	206    146    	  -2.544254831291854
	220    146    	   1.760435382724011
	102    147    	  0.7652641147213357
	103    147    	 -0.5387755653535833
	129    147    	   1.170878442549556
	147    147    	  -2.835347003692457
	200    147    	  -1.337902228039644
	254    147    	  -1.949869490205249
	264    147    	  -1.619429419571268
	282    147    	   -1.02884183685707
	49     148    	   1.196190374529078
	134    148    	    1.80328451367248
	231    148    	  0.7696095950759991
	232    148    	    3.18739203698346
	1      149    	 -0.0206514317638482
	15     149    	  -2.871815252523783
	49     149    	  0.3716247102113552
	117    149    	   3.983041238031835
	196    149    	  -3.573461685131053
	270    149    	 -0.2696543653819963
	39     150    	   3.568889304794785
	75     150    	  0.9545120508198215
	83     150    	   1.696899543375196
	208    150    	   2.098648748406511
	253    150    	   3.746875818700937
	272    150    	   -2.31866620030192
	296    150    	   3.340359139880333
	25     151    	   1.536276320710907
	38     151    	  -3.501245405292718
	61     151    	   -2.96973622914857
	121    151    	 -0.4578038176790828
	138    151    	0.0006975773725184098
	200    151    	   1.877253337706091
	16     152    	  0.6544108785010927
	43     152    	   3.573828797588977
	64     152    	  -3.388801186992229
	95     152    	  0.6101321375976001
	107    152    	  -3.393358807728327
	115    152    	  -3.498503379290227
	133    152    	   2.420995707819702
	228    152    	  -1.762435848714055
	270    152    	   3.919081024787892
	42     153    	   2.291380751082385
	213    153    	  -3.712558802083395
	251    153    	 -0.1834070478488723
	61     154    	 -0.3568033000253155
	150    154    	  -2.348824679082643
	185    154    	   1.603163796292229
