# random QPEC   s p a r s e   data from matlab

param n := 700  ;
param m := 700  ;
param p := 1000 ;

param:	 	A :=
	260    14     	    1.28138372920518
	275    14     	   1.455656531013388
	428    14     	   1.974858812044775
	452    14     	  -2.374881412077174
	582    14     	   1.618604610496482
	604    14     	  0.3460551371546723
	646    14     	  -1.241027920153471
	677    14     	  -1.282341799364584
	708    14     	   2.892301853230363
	860    14     	  -2.666415739183508
	881    14     	   2.907247282055788
	927    14     	  -1.240192818101585
	935    14     	  -1.959346923026883
	961    14     	   1.842130514719584
	63     15     	  -1.001608981285993
	193    15     	 -0.5017099438708787
	268    15     	   3.003497425002744
	298    15     	   2.461791324644253
	409    15     	   2.287579319573743
	412    15     	  -3.504412024982465
	425    15     	  -1.454286134547687
	463    15     	   2.667733564352493
	498    15     	 -0.7451100036246281
	545    15     	  -3.841398108676727
	562    15     	   3.832038085829485
	574    15     	   1.776999111183453
	621    15     	   3.130694750291619
	625    15     	   2.240287463292614
	668    15     	   3.007581337824269
	704    15     	 -0.6305553413138516
	729    15     	 0.04475746864674512
	734    15     	   2.147049645961751
	742    15     	   1.390369913256899
	744    15     	  -1.074533751734781
	752    15     	  -1.231553668729753
	832    15     	 0.08353872042314059
	871    15     	  -1.255736565802124
	60     16     	  -1.190696480307121
	69     16     	   1.169577228450019
	124    16     	  -1.741243860563843
	125    16     	   1.492556555891668
	218    16     	  0.2929013652228294
	227    16     	  -3.938521690638047
	244    16     	   -1.43826314315119
	283    16     	  0.1424991544999648
	300    16     	  -3.258209518742845
	379    16     	  -1.237484587932697
	400    16     	   1.434192477461972
	426    16     	   -2.80317367557584
	441    16     	 -0.2026756239136103
	465    16     	   1.042111123465984
	489    16     	   1.914499393624486
	492    16     	   1.325033648556579
	502    16     	  -2.248763932962326
	606    16     	    2.57855439119905
	641    16     	 -0.6148338227601879
	642    16     	  -2.786109234572439
	697    16     	  -2.994079757013395
	737    16     	  -1.895203146103399
	831    16     	  -1.219834121512172
	853    16     	  -1.549169542989307
	901    16     	   2.723763133736217
	923    16     	    2.69403820051534
	9      17     	  -1.113076227304096
	56     17     	  -1.875045209133553
	242    17     	   2.652810308454936
	348    17     	 -0.6343154593530649
	380    17     	  -2.484077415654472
	485    17     	  -2.111908874526577
	501    17     	  -2.551617267798454
	554    17     	   1.403521838320197
	555    17     	  0.1898781043430224
	557    17     	-0.004966223614740084
	581    17     	  -1.440710506141516
	602    17     	  -1.495137887771771
	642    17     	  -2.137905458983921
	656    17     	   3.465207755316611
	708    17     	   2.917247242721379
	779    17     	   2.737951285549417
	824    17     	   3.551739655226347
	900    17     	 -0.6775453149702146
	989    17     	   2.705951518707886
	995    17     	   -1.37943069887321
	19     18     	   0.776661655295948
	33     18     	   2.139946653572817
	34     18     	  -3.482706531641402
	92     18     	  -2.009105763402351
	101    18     	  0.3691019957741268
	132    18     	   1.156350678371429
	150    18     	  -2.440936661530722
	189    18     	  -1.834717533474191
	238    18     	   1.746927688711755
	311    18     	   3.623039416793286
	313    18     	  -3.715397529171499
	337    18     	    -2.7144235329304
	347    18     	  -2.066696497642759
	365    18     	  0.9604784832151969
	439    18     	  -3.552416458517507
	491    18     	 -0.1964445282688572
	689    18     	  -2.622641853346789
	732    18     	  -3.270274508404673
	756    18     	   3.660867221495541
	878    18     	   3.805127084164473
	66     19     	  -1.037788568547828
	111    19     	  -2.490237119835912
	129    19     	  -3.697857290365667
	134    19     	   2.948973331111005
	194    19     	  0.8680084929186886
	199    19     	-0.006313657391030958
	209    19     	   2.732579051858083
	224    19     	-0.07519175302013359
	273    19     	  -2.051472186134882
	350    19     	 -0.1564711873216886
	374    19     	   2.163589197287145
	400    19     	  0.4729687033560914
	430    19     	 0.09557023462633119
	432    19     	   3.563146814500516
	726    19     	   1.871075841538178
	799    19     	   1.435355636028273
	818    19     	   2.976541358500971
	890    19     	  0.8078905999697232
	948    19     	  -2.742358035753648
	97     20     	   1.603190633283551
	134    20     	   3.394775982664328
	141    20     	  -3.631507724351952
	153    20     	  -1.020175630701788
	184    20     	   3.200729924813253
	186    20     	    1.84672383491263
	198    20     	    3.48367022326387
	294    20     	   -2.45103375169031
	305    20     	  -1.992242100644969
	469    20     	  0.2689088528365406
	525    20     	-0.003521816806645095
	588    20     	  -1.013121562550367
	628    20     	   2.471134959939464
	640    20     	  -2.749262045486486
	766    20     	   2.888058017421541
	775    20     	  -3.685231428446821
	812    20     	  -3.453131526453947
	907    20     	   2.700066811731117
	953    20     	  -2.747162002486718
	958    20     	   1.121464828551498
	988    20     	  -3.555344234944947
	1000   20     	  -3.404450721761421
	13     21     	  -2.939076963318082
	33     21     	  -1.916593401653969
	83     21     	   1.136256790317715
	189    21     	   3.902414899273968
	456    21     	   0.295167984578371
	597    21     	   3.152716893308199
	625    21     	  -3.488604441046996
	715    21     	   3.678391974269595
	739    21     	   3.123444970288987
	758    21     	   1.416826362450061
	761    21     	  -3.559163410011289
	794    21     	  -3.976927716274246
	876    21     	  0.3269191218199765
	886    21     	  0.5052736385284335
	892    21     	  0.3190701661254609
	909    21     	   -2.42843381242288
	22     22     	  -1.555470480376608
	123    22     	   1.902959397948794
	393    22     	  -1.559982440229497
	395    22     	   1.053367255746092
	404    22     	     3.2896479364902
	531    22     	  -2.749040647758656
	556    22     	  -3.926140058751283
	609    22     	   2.091495356565106
	730    22     	   2.878548401817003
	763    22     	  -3.690537161981006
	866    22     	 0.01404566132186247
	906    22     	  0.3252863121802392
	917    22     	   3.195967886222512
	930    22     	  0.8175527848385054
	965    22     	 -0.8675403394119536
	79     23     	   3.276626709511795
	80     23     	    1.19678780305981
	121    23     	  -1.891764010252321
	250    23     	   1.907976779112581
	437    23     	  -1.228562521389016
	500    23     	  -3.711729075625413
	551    23     	 -0.7925698295201036
	574    23     	   2.024061660293518
	598    23     	   -2.23801586694923
	656    23     	 -0.2532563937144618
	658    23     	  0.7615746915161488
	728    23     	  -3.088140692137247
	809    23     	  -3.997765626757297
	828    23     	  -3.517304453774031
	840    23     	   2.375968947250382
	869    23     	   3.777238465741854
	886    23     	  -3.865957252618837
	213    24     	   2.357800076882262
	327    24     	  -3.490787744284974
	329    24     	   -1.82594784993024
	367    24     	 -0.4057013003182139
	390    24     	  -2.066665018939723
	417    24     	   3.106818414808632
	473    24     	  -3.845073617922642
	695    24     	  -2.845091580806808
	808    24     	   1.313052705169214
	822    24     	   -3.02258964954996
	835    24     	   2.892343550404694
	880    24     	   3.940475743236242
	889    24     	   3.940402410896683
	914    24     	    2.36435561923513
	931    24     	  -3.511851846944472
	936    24     	  0.5716416074762316
	976    24     	   2.575857843540542
	986    24     	 -0.5673265031386756
	11     25     	   -1.00854250649388
	20     25     	 -0.1060733851539313
	125    25     	  -2.601965128724447
	237    25     	   2.809521786314213
	405    25     	  0.5231269358299331
	504    25     	  -2.556357994003388
	585    25     	   3.709757599844484
	775    25     	  -1.684617905730669
	781    25     	  -3.578207585764214
	879    25     	  0.5884971826283714
	993    25     	  -2.998659073840202
	173    26     	   2.276413678320317
	185    26     	   2.238567172660757
	188    26     	  -3.134577612920933
	193    26     	 -0.2390266378591894
	369    26     	   3.837617602123701
	418    26     	   2.271330527156279
	437    26     	 -0.4502969851951568
	460    26     	  -1.854747853174223
	471    26     	  0.1414640006336683
	474    26     	   3.334456994819668
	478    26     	 -0.5961710608546489
	483    26     	  -2.914891413839018
	495    26     	    1.32455761978615
	511    26     	  -3.195986710114398
	618    26     	  0.1164075453376432
	687    26     	    1.98248525987495
	776    26     	   1.852948511882196
	839    26     	   0.907609900882286
	856    26     	  0.1023107897966682
	912    26     	  -3.596560843101032
	918    26     	   2.474826379900252
	936    26     	 -0.4195031469778638
	62     27     	   2.092497258490183
	177    27     	  -2.902612518008152
	218    27     	   2.793245300088658
	295    27     	   1.661494619055416
	329    27     	  -0.705513777539839
	381    27     	   2.837157036567645
	485    27     	   1.147545831812335
	527    27     	 -0.2056096103999807
	603    27     	   2.041879552436005
	612    27     	 -0.5653209670285326
	691    27     	  -1.009633871265517
	692    27     	  -1.747310354256681
	714    27     	   3.796131860369877
	729    27     	  0.2387755458423753
	830    27     	   2.900344106787976
	908    27     	   1.854756831123846
	1000   27     	  -2.603280644213446
	71     28     	  -1.480596611965725
	78     28     	  -3.038984804898027
	89     28     	  -1.905617955096819
	177    28     	 -0.2085901630151041
	217    28     	  -1.136560483433567
	263    28     	 0.07210311110695056
	331    28     	   1.559733374770606
	376    28     	   3.729875370734313
	401    28     	  0.3402932082956163
	413    28     	   3.840473845526796
	449    28     	   3.455312378450908
	480    28     	  0.1388530415198082
	484    28     	   0.140318730911388
	538    28     	    1.90266710049597
	563    28     	   2.667752488827218
	631    28     	 -0.7093836575324572
	714    28     	     1.5881772365366
	767    28     	 -0.6337784848333237
	771    28     	  -2.039393874834941
	823    28     	   0.302036682284454
	974    28     	  0.3468252440666895
	48     29     	   3.469037126502506
	87     29     	 -0.3774505501508019
	154    29     	  -1.487719620339442
	267    29     	  -3.210081398119256
	319    29     	  -2.248135871369455
	373    29     	   2.080879672468118
	392    29     	    1.26787920914026
	419    29     	 -0.7876634992601645
	511    29     	  -2.948636892693414
	620    29     	   1.214104304655503
	637    29     	  -1.520008469708268
	659    29     	  -2.685097120089967
	701    29     	   1.406131448878968
	752    29     	  -2.722510340960003
	820    29     	   2.007061223502765
	835    29     	   3.618051651687385
	912    29     	   0.601910000947262
	966    29     	   3.742853272586527
	10     30     	    -1.0929395095878
	17     30     	   3.001678067725933
	40     30     	  -1.034860367437294
	54     30     	   2.507750238528359
	80     30     	   2.412606026238112
	98     30     	  -3.106670036495975
	111    30     	   2.584726917829703
	227    30     	  -2.734054553664315
	252    30     	  -0.122253222447938
	307    30     	  -2.764949738404225
	359    30     	  -3.937529467017171
	379    30     	   1.596530615164214
	411    30     	   2.283527608161572
	437    30     	 -0.1414301749977422
	507    30     	   1.161429340560654
	612    30     	   2.650507151452129
	677    30     	 -0.3186219205700893
	692    30     	  0.9548760079568606
	703    30     	     1.4404674421253
	755    30     	  0.7361123025119829
	832    30     	  -3.964725848270918
	865    30     	   2.272692485839451
	940    30     	   2.005149657840445
	25     31     	-0.03565233388713196
	71     31     	   3.612742692051802
	80     31     	  -3.330517016039471
	86     31     	   2.037296234647416
	104    31     	  -1.396633951643777
	221    31     	  -2.789486292185954
	266    31     	  -1.433489939865419
	342    31     	   2.838524605538009
	363    31     	   2.944515719518305
	383    31     	  0.7283577717507059
	431    31     	   -2.41251006648527
	470    31     	  -3.919357560537456
	507    31     	  0.1429268029252659
	519    31     	   2.264599825378787
	525    31     	   -3.19117506928331
	576    31     	 0.04718421960584074
	688    31     	  0.5957674032988809
	718    31     	   3.020054604401837
	759    31     	  -1.398576154093526
	760    31     	 -0.9176795729052647
	767    31     	  -3.914994593670123
	781    31     	   -2.93489393914812
	887    31     	   2.374120849358905
	76     32     	    3.65294201283387
	111    32     	   1.505307963818921
	138    32     	   -1.63278467097915
	159    32     	    1.69336487617966
	168    32     	   3.200662310794304
	184    32     	    2.66784633634046
	242    32     	   1.782854202102336
	294    32     	  -2.524264659045388
	296    32     	  -3.331379461722159
	305    32     	  -3.612985540001181
	341    32     	  -2.711804843839167
	358    32     	    1.34292405347476
	384    32     	  -2.790918807867411
	429    32     	  -2.512785106204816
	464    32     	  -3.876484006585779
	465    32     	   2.761652092804039
	491    32     	   2.356813385317481
	567    32     	  -3.618336736978188
	599    32     	  0.1292663273072181
	601    32     	   -2.59422746980294
	636    32     	   1.015455881606534
	708    32     	  -1.825591581792381
	747    32     	  0.4154136536714681
	830    32     	   2.083402785511409
	945    32     	   1.482297497560409
	967    32     	  0.7621060557486983
	219    33     	  -3.639904159884855
	261    33     	   -1.47540019335011
	324    33     	  -2.823844305623251
	354    33     	   1.432948029336029
	388    33     	   2.104789010297875
	399    33     	 0.00838910974952789
	516    33     	   1.480250919927029
	530    33     	  -1.521678312458879
	590    33     	  -2.676252807805432
	621    33     	   1.586668151238313
	733    33     	   3.702421475063274
	737    33     	     3.3207234401818
	797    33     	   2.186215127904999
	109    34     	  -3.591866843212334
	136    34     	 -0.3865248171549873
	177    34     	  -1.774869794852505
	202    34     	   3.393133878425291
	266    34     	   3.334580681908215
	349    34     	 -0.2514006068238062
	566    34     	   1.374648871540394
	569    34     	  -2.878979049100996
	724    34     	   1.905391777821533
	727    34     	  -1.114371942875149
	744    34     	  -3.688765406463652
	767    34     	  0.6858641862337773
	788    34     	  0.2577149180032849
	949    34     	   1.656482937585787
	967    34     	  0.7164789683727912
	990    34     	  0.1993857492689912
	31     35     	   2.136885768797661
	41     35     	  -1.723782445175472
	68     35     	  -2.336242973029726
	143    35     	  -2.377131435264429
	194    35     	  -3.381259515593415
	228    35     	    -3.0579909789646
	232    35     	  0.8879113555363896
	313    35     	   3.313727214612871
	343    35     	  -3.283421277666195
	441    35     	   1.630788883953723
	469    35     	 -0.4489103762660691
	497    35     	  -1.155586725638987
	520    35     	   2.045731338693635
	553    35     	  0.1941730883876671
	557    35     	  -3.467320292940047
	615    35     	   3.825535278686106
	622    35     	   2.091719265138599
	634    35     	   2.281820918564601
	646    35     	  -1.956254019381597
	692    35     	  0.6010657309559484
	720    35     	 -0.1006553713700993
	728    35     	    1.61938724928507
	13     36     	   2.933477512995469
	19     36     	  -2.647559440996293
	63     36     	  -2.042148473692196
	200    36     	   -3.19698420874634
	409    36     	 -0.6543759241022058
	415    36     	  -3.455144788816173
	464    36     	-0.06669868718213356
	721    36     	   0.678115161451565
	746    36     	  -2.140630557267289
	775    36     	  -1.373141615359644
	837    36     	  -3.565878499097134
	879    36     	   2.872148435037652
	927    36     	  -3.920693833344008
	955    36     	   1.762897177488961
	128    37     	  -3.753459900502795
	200    37     	  -3.713596399740128
	338    37     	  0.7658498756428482
	401    37     	 -0.6920481755826846
	517    37     	   3.503445964075367
	521    37     	   0.856324697312119
	564    37     	   1.852592348052465
	607    37     	   3.197386312856053
	703    37     	   1.936299799911818
	800    37     	  -1.419578483989266
	839    37     	  -1.800395871419644
	980    37     	 -0.5618414639317622
	992    37     	   3.273234020580181
	36     38     	 -0.6369084104136138
	47     38     	  -3.081079292614516
	80     38     	0.0005114246162172265
	112    38     	   1.958771399203115
	114    38     	   1.011400426277612
	219    38     	  0.1307848152382229
	222    38     	  -3.555910434367093
	226    38     	   1.071810501195402
	233    38     	  -1.708032238161207
	244    38     	   3.111353057954159
	298    38     	 -0.6732067040508642
	302    38     	  -1.180997996209654
	464    38     	  -1.004835470116155
	528    38     	   1.336958954733312
	618    38     	  -3.538385510229685
	652    38     	   2.954880684127509
	670    38     	   3.210475429524889
	744    38     	   2.919813565406861
	804    38     	   3.019541143914471
	870    38     	   3.730607624971591
	986    38     	  0.9434617482793808
	55     39     	   2.284570965117109
	77     39     	 0.07730602662884944
	280    39     	   -1.32226831341268
	293    39     	  -2.315917662491984
	327    39     	   2.330381802437073
	336    39     	  -3.185044701762984
	460    39     	   3.252831700841353
	483    39     	   1.420007607629526
	570    39     	   2.757540434020357
	645    39     	  0.3552900461271822
	698    39     	    0.58813902949362
	758    39     	  -3.399326301831438
	783    39     	  -2.289012401499326
	817    39     	   1.112561295327061
	847    39     	   1.095855651933633
	987    39     	-0.00440623425152431
	988    39     	  -2.670556719727142
	993    39     	   1.536945967719399
	12     40     	  -3.964231841249499
	29     40     	   3.456259857609989
	65     40     	   1.629282316951678
	87     40     	  0.1886036154760999
	113    40     	  -2.748898706747637
	163    40     	   1.947717900363597
	188    40     	  -2.845940362124676
	383    40     	   1.509069814118123
	384    40     	  -2.972403827576155
	404    40     	   1.112868590798634
	418    40     	  -1.747830084407623
	527    40     	  0.3192780075218895
	528    40     	  -1.730847797231212
	656    40     	  -0.480209158957102
	659    40     	 -0.4272973520808376
	704    40     	   2.256378538094637
	876    40     	  -1.470319571658186
	954    40     	  -2.449213507794409
	978    40     	   2.014509155421755
	979    40     	   3.835361875516996
	59     41     	   3.217951215439453
	161    41     	    3.00418487144829
	246    41     	    3.44277434397618
	276    41     	   -3.03039869993478
	341    41     	  -1.304010404881095
	369    41     	   2.839038893039822
	406    41     	  0.1914652046707763
	455    41     	 -0.8497430332236657
	534    41     	  -2.179244953291139
	579    41     	   3.174738909664908
	592    41     	   1.327737196035561
	642    41     	  -3.777049142763507
	655    41     	  -2.147293536992414
	682    41     	 -0.6240646339133682
	782    41     	  -1.212096108688086
	816    41     	   1.377893450380253
	833    41     	  -3.270998492497484
	861    41     	    1.59848356880177
	928    41     	  -1.269411082039313
	930    41     	  -3.390345219238822
	40     42     	 -0.8981955185989827
	131    42     	 0.06594162996203679
	231    42     	-0.06019423346044217
	240    42     	    2.97259177964767
	305    42     	  -3.447970799844699
	358    42     	   2.524566750286411
	369    42     	   3.726675320289412
	400    42     	  -2.815002694174183
	477    42     	  -3.245691533780513
	756    42     	  0.1953916755483451
	806    42     	  -2.548814798960842
	823    42     	  -3.669480845178236
	830    42     	 -0.2493839097439237
	864    42     	  -1.697793277771116
	933    42     	   3.610469966945457
	936    42     	  -2.589391256957032
	973    42     	 -0.4874260222946414
	982    42     	  -3.262668959453082
	281    43     	  -3.336794834275169
	343    43     	 -0.4614137357386823
	374    43     	   3.443638805040921
	523    43     	   2.222407314098629
	528    43     	  -2.358928064982839
	532    43     	    1.04965269428196
	592    43     	   3.279053769669987
	657    43     	   3.539592526638691
	682    43     	 -0.6543021819807135
	762    43     	  -1.754326234457235
	829    43     	   3.996068894861298
	986    43     	  0.7616033315479767
	166    44     	   1.126884623024093
	228    44     	  -3.654383458036177
	275    44     	    1.21931674201941
	388    44     	 -0.8111039236239641
	396    44     	   1.547332032372864
	453    44     	 0.08840282824281775
	467    44     	   3.254850364874513
	480    44     	  -2.296931176584648
	519    44     	  -2.870734858732082
	685    44     	   2.589131164638852
	699    44     	   2.668534080809231
	886    44     	  0.8564552352095278
	919    44     	   3.743620786696495
	948    44     	  -2.811506911558801
	997    44     	  0.6596803388836232
	52     45     	  0.5576307981077724
	75     45     	   1.051208960381899
	99     45     	  -3.910003099548632
	177    45     	   1.763357913942708
	219    45     	  -1.899610291188401
	242    45     	  -3.569425266035565
	255    45     	  -2.065724949383049
	300    45     	 -0.7273815109987658
	369    45     	   2.232108104150792
	381    45     	  -3.901686407579894
	412    45     	  -2.652903880296696
	422    45     	 -0.5134416318095485
	456    45     	  0.8883168086820827
	477    45     	    1.66239175091609
	515    45     	  0.4361625744198276
	560    45     	 -0.9404467814324642
	669    45     	 -0.3776317370951325
	687    45     	 -0.3702372817184019
	704    45     	   2.954089756568004
	747    45     	  -2.142722743629815
	778    45     	 -0.1009468902372506
	863    45     	  -3.024143516562946
	909    45     	   1.312914608657786
	985    45     	  0.3508613614136635
	2      46     	  -1.972148678252543
	18     46     	  -2.166546518991955
	26     46     	   1.252173377784049
	155    46     	  -2.290731622972866
	176    46     	  0.1123457942681139
	225    46     	  0.9880888485294248
	236    46     	   1.633685952813218
	256    46     	   1.065454183642498
	319    46     	 -0.4195901064293412
	383    46     	   2.936365883302114
	522    46     	   2.470070100608314
	592    46     	  -0.943293156541555
	621    46     	   3.131617862326847
	757    46     	  -3.625813871447841
	844    46     	 -0.7943107806119651
	851    46     	  -1.157997834104112
	950    46     	  -2.615558549117091
	36     47     	  -0.519653821606028
	159    47     	  -3.616526048451907
	164    47     	   3.384611144375341
	187    47     	 -0.7621805652799925
	216    47     	  -2.015712174594269
	232    47     	   3.126152500103299
	252    47     	   1.290090317507317
	278    47     	   3.762941203901051
	343    47     	  -2.980656560035728
	386    47     	   -3.00900472654449
	420    47     	  -1.106652761393531
	452    47     	   -2.63189278106759
	509    47     	 -0.2631498855832732
	587    47     	   3.988428454840755
	811    47     	   3.814916167322042
	817    47     	    2.81769056190629
	827    47     	  -1.480891107339827
	834    47     	   2.285465034789157
	847    47     	   2.045942048563595
	883    47     	   2.060973777464113
	889    47     	   2.343319940540623
	969    47     	  0.2013620194985357
	36     48     	   2.178220267490587
	142    48     	   3.731333821886841
